answer_body,truth,answer_id
"['Try <code>ssh-add</code>, you need <code>ssh-agent</code> to be running and holding your private key', '(Ok, responding to the updated question, you first run <code>ssh-keygen</code> to generate a public and private key as Jefromi explained.', 'You put the public key on the server.', ""You should use a passphrase, if you don't you have the equivalent of a plain-text password in your private key."", 'But when you do, then you need as a practical matter <code>ssh-agent</code> as explained below.)', 'You want to be running <code>ssh-agent</code> in the background as you log in.', 'Once you log in, the idea is to run <code>ssh-add</code> once and only once, in order to give the agent your passphrase, to decode your key.', 'The agent then just sits in memory with your key unlocked and loaded, ready to use every time you ssh somewhere.', 'All ssh-family commands1 will then consult the agent and automatically be able to use your private key.', 'On OSX (err, <em>macOS</em>), GNOME and KDE systems, <code>ssh-agent</code> is usually launched automatically for you.', 'I will go through the details in case, like me, you also have a Cygwin or other windows environment where this most certainly is not done for you.', 'Start here: <code>man ssh-agent</code>.', 'There are various ways to automatically run the agent.', ""As the man page explains, you can run it so that it is a parent of all your login session's other processes."", 'That way, the environment variables it provides will automatically be in all your shells.', 'When you (later) invoke <code>ssh-add</code> or <code>ssh</code> both will have access to the agent because they all have the environment variables with magic socket pathnames or whatever.', 'Alternatively, you can run the agent as an ordinary child, save the environment settings in a file, and source that file in every shell when it starts.', 'My OSX and Ubuntu systems automatically do the agent launch setup, so all I have to do is run <code>ssh-add</code> once.', 'Try running <code>ssh-add</code> and see if it works, if so, then you just need to do that once per reboot.', 'My Cygwin system needed it done manually, so I did this in my <code>.profile</code> and I have <code>.bashrc</code> source <code>.profile</code>:', 'BIGBLOCK', 'The <code>.agent</code> file is created automatically by the script; it contains the environment variables definitions and exports.', 'The above tries to source the .agent file, and then tries to <code>ps(1)</code> the agent.', ""If it doesn't work it starts an agent and creates a new agent file."", 'You can also just run <code>ssh-add</code> and if it fails start an agent.1.', 'And even local and remote <code>sudo</code> with the right pam extension.']","[0, 6, 9, 10, 12, 13, 16, 19, 20, 24]",1595863
"['I think there are two different things here.', ""The first one is that normal SSH authentication requires the user to put the account's password (where the account password will be authenticated against different methods, depending on the sshd configuration)."", 'You can avoid putting that password using certificates.', ""With certificates you still have to put a password, but this time is the password of your private key (that's independent of the account's password)."", 'To do this you can follow the instructions pointed out by steveth45:', 'With Public Key Authentication.', ""If you want to avoid putting the certificate's password every time then you can use ssh-agent, as pointed out by DigitalRoss"", 'The exact way you do this depends on Unix vs Windows, but essentially you need to run ssh-agent in the background when you log in, and then the first time you log in, run ssh-add to give the agent your passphrase.', 'All ssh-family commands will then consult the agent and automatically pick up your passphrase.', 'Start here: man ssh-agent.', 'The only problem of ssh-agent is that, on *nix at least, you have to put the certificates password on every new shell.', 'And then the certificate is ""loaded"" and you can use it to authenticate against an ssh server without putting any kind of password.', 'But this is on that particular shell.', 'With keychain you can do the same thing as ssh-agent but ""system-wide"".', 'Once you turn on your computer, you open a shell and put the password of the certificate.', 'And then, every other shell will use that ""loaded"" certificate and your password will never be asked again until you restart your PC.', ""Gnome has a similar application, called Gnome Keyring that asks for your certificate's password the first time you use it and then it stores it securely so you won't be asked again.""]","[0, 1, 3, 6, 7, 8, 12, 13]",1595913
"['I figured out this workaround:', 'BIGBLOCK', 'Is there a better one?']","[0, 1]",163556
"['""Apparently a cStringIO.StringIO object doesn\'t quack close enough to a file duck to suit subprocess.Popen""', ':-)', ""I'm afraid not."", 'The pipe is a low-level OS concept, so it absolutely requires a file object that is represented by an OS-level file descriptor.', 'Your workaround is the right one.']",[3],163870
"['<code>Popen.communicate()</code> documentation:', 'Note that if you want to send data to  the processÃ©ÂÂ¥Ã¦ÂªÂ stdin, you need to  create the Popen object with  stdin=PIPE.', 'Similarly, to get anything  other than None in the result tuple,  you need to give stdout=PIPE and/or  stderr=PIPE too.', '<strong>Replacing os.popen*</strong>', 'BIGBLOCK', '<strong>Warning</strong> Use communicate() rather than  stdin.write(), stdout.read() or  stderr.read() to avoid deadlocks due  to any of the other OS pipe buffers  filling up and blocking the child  process.', 'So your example could be written as follows:', 'BIGBLOCK', 'On the current Python 3 version, you could use <code>subprocess.run</code>, to pass input as a string to an external command and get its exit status, and its output as a string back in one call:', 'BIGBLOCK']","[1, 5, 6, 7, 8, 9]",165662
['BIGBLOCK'],[0],2337077
"['This should do what you need.', 'BIGBLOCK']","[0, 1]",1799401
"['Alternatively, you could do the following:', 'BIGBLOCK', 'And get the description with the following:', 'BIGBLOCK', 'In my opinion this is a more efficient way of doing what you want to accomplish, as no reflection is needed..']","[0, 1, 4]",1799403
"['One possible solution in pure javascript:', 'BIGBLOCK']","[0, 1]",1966480
"['You can access single characters with <code>str.charAt(index)</code> or <code>str[index]</code>.', 'But the latter way is not part of ECMAScript so you better go with the former one.']",[0],1966481
"['You can try this', 'BIGBLOCK']","[0, 1]",1966496
"['The InputMethodManager has information about the soft keyboard.', 'You get it from an activity via:', 'BIGBLOCK', 'You might play around with that to see what it can tell you.', 'You can use it to show or hide the soft input...']","[0, 4]",2151269
"['use <code>String.equalsIgnoreCase()</code>', 'Use the Java API reference to find answers like these.', 'http://java.sun.com/j2se/1.5.0/docs/api/java/lang/String.html#equalsIgnoreCase(java.lang.String)', 'http://java.sun.com/j2se/1.5.0/docs/api/']","[0, 1]",2220407
"['<li>The best would be using <code>s1.equalsIgnoreCase(s2)</code>: (see javadoc)', '<li>You can also convert them both to upper/lower case and use <code>s1.equals(s2)</code>']","[0, 1]",2220408
"['use s1.equalsIgnoreCase(s2)', 'http://java.sun.com/j2se/1.4.2/docs/api/java/lang/String.html#equalsIgnoreCase(java.lang.Object)']",[0],2220410
['You can use equalsIgnoreCase'],[0],1256475
['More about string can be found in String Class and String Tutorials'],[0],2661751
['You could try using: <code>&amp;#145;</code>'],[0],2428587
"['Probably the easiest way:', 'BIGBLOCK']","[0, 1]",2428590
"['You could use HTML entities:', ""<li><code>&amp;#39;</code> for <code>'</code>"", '<li><code>&amp;#34;</code> for <code>""</code>', '<li>...', 'For more, you can take a look at <em>Character entity references in HTML</em>.']","[0, 1, 2]",2428594
"['You can use <code>&amp;apos;</code> (which is iffy in IE) or <code>&amp;#39;</code> (which should work everywhere).', 'For a comprehensive list, see the W3C HTML5 Named Character References or the HTML entities table on WebPlatform.org.']",[0],2428595
"['As youÃ©ÂÂ¥Ã¦ÂªÂe in the context of HTML, you need to use HTML to represent that character.', 'And for HTML you need to use a numeric character reference <code>&amp;#39;</code> (<code>&amp;#x27;</code> hexadecimal):', 'BIGBLOCK']",[0],2718113
"['Represent it as text entity (ASCII 39):', 'BIGBLOCK']","[0, 1]",2428601
['put it in a div and add border to the div'],[0],2460517
"[""I've got the following code:"", 'BIGBLOCK', ""It's reading from a file, but <code>mapper.readValue()</code> will also accept an <code>InputStream</code> and you can obtain an <code>InputStream</code> from a string by using the following:"", 'BIGBLOCK', ""There's a bit more explanation about the mapper on my blog.""]","[0, 1]",2525152
"['Warning you get is done by compiler, not by library (or utility method).', 'Simplest way using Jackson directly would be:', 'BIGBLOCK', 'Utility method you call probably just does something similar to this.']","[1, 2]",2525729
"['Try <code>TypeFactory</code>.', ""Here's the code for Jackson JSON (2.8.4)."", 'BIGBLOCK', ""Here's the code for an older version of Jackson JSON."", 'BIGBLOCK']",[0],3076569
"[""You can't do it in a <code>switch</code> unless you're doing <strong>full</strong> string matching; that's doing <strong>substring</strong> matching."", ""<em>(This isn't</em> quite <em>true, as Sean points out in the comments."", 'See note at the end.', ')</em>', ""If you're happy that your regex at the top is stripping away everything that you don't want to compare in your match, you don't need a substring match, and could do:"", 'BIGBLOCK', ""...but again, that only works if that's the <em>complete</em> string you're matching."", 'It would fail if <code>base_url_string</code> were, say, ""yyy.xxx.local"" whereas your current code would match that in the ""xxx.local"" branch.', ""<strong>Update</strong>: Okay, so technically you <em>can</em> use a <code>switch</code> for substring matching, but I wouldn't recommend it in most situations."", ""Here's how (live example):"", 'BIGBLOCK', 'That works because of the way JavaScript <code>switch</code> statements work, in particular two key aspects: First, that the cases are considered in <em>source text</em> order, and second that the selector expressions (the bits after the keyword <code>case</code>) are <em>expressions</em> that are evaluated as that case is evaluated (not constants as in some other languages).', 'So since our test expression is <code>true</code>, the first <code>case</code> expression that results in <code>true</code> will be the one that gets used.']","[0, 4, 5, 7, 8, 9, 10]",2896642
"['Just use the location.host property', 'BIGBLOCK']",[0],2896659
"['An infinite loop is the idea I also had.', 'A freaky-looking one is:', 'BIGBLOCK', '(<code>:</code> is the same as <code>true</code>, does nothing and exits with zero)', 'You can call that in a subshell and run in the background.', 'Doing that <code>$num_cores</code> times should be enough.', 'After sleeping the desired time you can kill them all, you get the PIDs with <code>jobs -p</code> (hint: <code>xargs</code>)']",[0],2925638
['BIGBLOCK'],[0],1056542
"['You can first use <code>String.trim()</code>, and then apply the regex replace command on the result.']",[0],2932418
"['See <code>String.replaceAll</code>.', 'Use the regex <code>""\\s""</code> and replace with <code>"" ""</code>.', 'Then use <code>String.trim</code>.']",[0],2932427
"['To eliminate spaces at the beginning and at the end of the String, use <code>String#trim()</code> method.', 'And then use your <code>mytext.replaceAll(""( )+"", "" "")</code>.']",[0],2932430
"['Try this:', 'BIGBLOCK', 'See also', '<li><code>String.trim()</code><li>Returns a copy of the string, with leading and trailing whitespace omitted.', '<li>regular-expressions.info/Repetition', 'No <code>trim()</code> regex', ""It's also possible to do this with just one <code>replaceAll</code>, but this is much less readable than the <code>trim()</code> solution."", ""Nonetheless, it's provided here just to show what regex can do:"", 'BIGBLOCK', 'There are 3 alternates:', '<li><code>^_+</code> : any sequence of spaces at the beginning of the string<li>Match and replace with <code>$1</code>, which captures the empty string', '<li><code>_+$</code> : any sequence of spaces at the end of the string<li>Match and replace with <code>$1</code>, which captures the empty string', ""<li><code>(_)+</code> : any sequence of spaces that matches none of the above, meaning it's in the middle<li>Match and replace with <code>$1</code>, which captures a single space"", 'See also', '<li>regular-expressions.info/Anchors']","[0, 1, 9, 10, 11, 12]",2932439
"['How about putting the <code>checkbox</code> <em>into</em> the <code>label</code>, making the label automatically ""click sensitive"" for the check box, and giving the checkbox a <code>onchange</code> event?', 'BIGBLOCK', 'This will additionally catch users using a keyboard to toggle the check box, something <code>onclick</code> would not.']",[0],3197721
"['Label without an onclick will behave as you would expect.', 'It changes the input.', 'What you relly want is to execute <code>selectAll()</code> when you click on a label, right?Then only add select all to the label onclick.', 'Or wrap the input into the the label and assign onclick only for the label', 'BIGBLOCK']",[0],3197734
"['jQuery has a function that can do this:', '<li>include the following script in your head:', 'BIGBLOCK', '(or just download the jQuery.js file online and include it locally)', '<li>use this script to toggle the check box when the input is clicked:', 'BIGBLOCK', 'That should do what you want if I understood what you were trying to do.']","[0, 1, 2, 4, 5]",3197823
"['You can also extract the event code from the HTML, like this :', 'BIGBLOCK']","[0, 1]",3198085
"['Alternatives include arrays, generators, and inversion of control, but none is appropriate here.', 'Some (e.g.', ""Microsoft in historical Win32) tend to use reference parameters for simplicity, because it's clear who allocates and how it will look on the stack, reduces the proliferation of structures, and allows a separate return value for success."", '""Pure"" programmers prefer the struct, assuming it <em>is</em> the function value (as is the case here), rather than something that\'s touched incidentally by the function.', ""If you had a more complicated procedure, or something with state, you'd probably use references (assuming you have a reason for not using a class).""]","[0, 4]",321075
"[""It's entirely dependent upon the actual function and the meaning of the multiple values, and their sizes:"", ""<li>If they're related as in your fraction example, then I'd go with a struct or class instance."", ""<li>If they're not really related and can't be grouped into a class/struct then perhaps you should refactor your method into two."", ""<li>Depending upon the in-memory size of the values you're returning, you may want to return a pointer to a class instance or struct, or use reference parameters.""]","[0, 1, 2, 3]",321079
"[""For returning two values I use a <code>std::pair</code> (usually typedef'd)."", ""You should look at <code>boost::tuple</code> (in C++11 and newer, there's <code>std::tuple</code>) for more than two return results."", 'With introduction of structured binding in C++ 17, returning <code>std::tuple</code> should probably become accepted standard.']",[0],321080
"['BIGBLOCK', 'std::pair is essentially your struct solution, but already defined for you, and ready to adapt to any two data types.']",[1],321082
"['I tend to use out-vals in functions like this, because I stick to the paradigm of a function returning success/error codes and I like to keep things uniform.']",[0],321084
"[""I'd say there is no preferred method, it all depends on what you're going to do with the response."", ""If the results are going to be used together in further processing then structures make sense, if not I'd tend to pass then as individual references unless the function was going to be used in a composite statement:"", ""I often choose to pass 'out structures' by reference in the parameter list rather than having the pass by copy overhead of returning a new structure (but this is sweating the small stuff)."", 'Are out parameters confusing?', 'A parameter sent as reference suggests the value is going to change (as opposed to a const reference).', 'Sensible naming also removes confusion.']",[1],321142
"['BIGBLOCK', ""That'll run as a function."", 'The <code>while True:</code> makes it run forever.', 'You can always take it out of the function if you need.']","[0, 2]",3393641
"['You can start a separate thread whose sole duty is to count for 5 seconds, update the file, repeat.', ""You wouldn't want this separate thread to interfere with your main thread.""]",[0],3393648
['BIGBLOCK'],[0],1109289
['BIGBLOCK'],[0],1629687
"['BIGBLOCK', 'read more', '<strong>EDIT:</strong>', ""What I've noticed in this type of questions that quite everyone suggest to remove the last char of given string."", 'But this does not fulfill the definition of Trim method.', 'Trim - Removes all occurrences of  white space characters from the  beginning and end of this  instance.', 'MSDN-Trim', 'Under this definition removing only last character from string is bad solution.', 'So if we want to ""Trim last character from string"" we should do something like this', 'Example as extension method:', 'BIGBLOCK', '<strong>Note</strong> if you want to remove all characters of the same value i.e(!!!!', "")the method above removes all existences of '!'"", 'from the end of the string,but if you want to remove only the last character you should use this :', 'BIGBLOCK']","[0, 8, 9, 10, 11, 12, 13, 14]",3573322
['BIGBLOCK'],[0],366746
"['Using the join operator you can only perform equijoins.', 'Other types of joins can be constructed using other operators.', ""I'm not sure whether the exact join you are trying to do would be easier using these methods or by changing the where clause."", 'Documentation on the join clause can be found here.', 'MSDN has an article on join operations with multiple links to examples of other joins, as well.']","[0, 3]",373618
"[""If the database is not very large, you might look at the 'Script Database' commands in SQL Server Management Studio Express, which are in a context menu off the database item itself in the explorer."", 'You can choose what all to script; you want the objects and the data, of course.', 'You will then save the entire script to a single file.', 'Then you can use that file to re-create the database; just make sure the <code>USE</code> command at the top is set to the proper database.']",[0],3829402
"['You could try to detach the database, copy the files to new names at a command prompt, then attach both DBs.', 'In SQL:', 'BIGBLOCK', ""At Command prompt (I've simplified the file paths for the sake of this example):"", 'BIGBLOCK', 'In SQL again:', 'BIGBLOCK']",[0],3830948
"['You can have a look at <code>scipy.stats</code>:', 'BIGBLOCK']","[0, 1]",2246284
"['That depends on what you mean.', 'If you just want to get rid of them, do this:', '<em>(Update: Apparently you want to keep digits as well, use the second lines in that case)</em>', 'BIGBLOCK', 'or the equivalent:', 'BIGBLOCK', '(All of these can be significantly improved by precompiling the regex pattern and storing it in a constant)', 'Or, with Guava:', 'BIGBLOCK', ""But if you want to turn accented characters into something sensible that's still ascii, look at these questions:"", '<li>Converting Java String to ASCII', '<li>Java change Ã¨Â°Â©Ã¨ÂÂÃ¨ÂÂÃ§ÂÂÃ§Â?to aeouu', '<li>Ã¨Â?Ã¦Â?Ã¨Â?Ã¥Â¸?Ã¥Â³?Ã¨Â?Ã¥Â³?Ã¥Â³?Ã¥Â³?Ã¨Â?Ã¥Â?Ã¨Â?Ã¥Â²?Ã¦Â²?Ã©Â¹?--> n or Remove diacritical marks from unicode chars']","[1, 3, 4, 5, 9, 10, 11, 12]",4283366
"['You can use basic regular expressions on strings to find all special characters or use pattern and matcher classes to search/modify/delete user defined strings.', 'This link has some simple and easy to understand examples for regular expressions: http://www.vogella.de/articles/JavaRegularExpressions/article.html']",[0],4284071
"['For Apache, you can use <code>mod_ssl</code> to force SSL with the <code>SSLRequireSSL Directive</code>:', 'This directive forbids access unless HTTP over SSL (i.e.', 'HTTPS) is enabled for the current connection.', 'This is very handy inside the SSL-enabled virtual host or directories for defending against configuration errors that expose stuff that should be protected.', 'When this directive is present all requests are denied which are not using SSL.', 'This will not do a redirect to https though.', 'To redirect, try the following with <code>mod_rewrite</code> in your .htaccess file', 'BIGBLOCK', 'or any of the various approaches given at', '<li>http://www.askapache.com/htaccess/http-https-rewriterule-redirect.html', 'You can also solve this from within PHP in case your provider has disabled .htaccess (which is unlikely since you asked for it, but anyway)', 'BIGBLOCK']","[0, 6, 7, 10]",4399158
"['PHP Solution', ""Borrowing directly from Gordon's very comprehensive answer, I note that your question mentions being page-specific in forcing HTTPS/SSL connections."", 'BIGBLOCK', 'Then, as close to the top of these pages which you want to force to connect via PHP, you can <code>require()</code> a centralised file containing this (and any other) custom functions, and then simply run the <code>forceHTTPS()</code> function.', 'HTACCESS / mod_rewrite Solution', ""I have not implemented this kind of solution personally (I have tended to use the PHP solution, like the one above, for it's simplicity), but the following may be, at least, a good start."", 'BIGBLOCK']","[0, 1, 4, 5]",4400306
"['To simply redirect a browser using javascript:', 'BIGBLOCK', 'To redirect AND submit a form (i.e.', 'login details), requires no javascript:', 'BIGBLOCK']","[0, 1, 2, 3, 4]",4426201
"['Verifying that a user is an admin in javascript leads to trouble because javascript code is visible to anyone.', 'The server is the one who should tell the difference between an admin and a regular user AFTER the login process and then generate the new page accordingly.', ""Maybe that's not what you are trying to do so to answer your question:"", 'BIGBLOCK']",[0],4426231
"['You <strong>cannot</strong> sanely depend on <em>client side</em> JavaScript to determine if user credentials are correct.', 'The browser (and all code that executes that) is under the control of the user, not you, so it is not trustworthy.', 'The username and password need to be entered using a form.', 'The OK button will be a submit button.', 'The action attribute must point to a URL which will be handled by a program that checks the credentials.', 'This program could be written in JavaScript, but how you go about that would depend on which server side JavaScript engine you were using.', 'Note that SSJS is not a mainstream technology so if you really want to use it, you would have to use specialised hosting or admin your own server.', '(Half a decade later and SSJS is much more common thanks to Node.js, it is still fairly specialised though).', 'If you want to redirect afterwards, then the program needs to emit an HTTP Location header.', ""Note that you need to check the credentials are OK (usually by storing a token, which isn't the actual password, in a cookie) before outputting any private page."", 'Otherwise anyone could get to the private pages by knowing the URL (and thus bypassing the login system).']","[0, 1, 9]",4426366
"['The correct solution that i get is', 'BIGBLOCK', 'Here the new url is given inside the single quote.']","[0, 1]",4435884
"['Not an elegant solution, but you could achieve it with a nested looping structure', 'BIGBLOCK', 'You could probably speed this up by checking which columns contain strings while building your column array, and also by combining all the columns per table in one giant, comma-separated WHERE clause.']","[0, 1]",562475
"['Scott gives a good example of how to do it, but the question is why would you want to?', 'If you need to do a find-and-replace on a specific string, you could also try doing a mysqldump of your database, do a find-and-replace in an editor, then re-load the database.', 'Maybe if you gave some background on what you are trying to achieve, others might be able to provide better answers.']",[1],562496
"['A simple solution would be doing something like this:', 'BIGBLOCK', 'Then you can just do a find on myfile.sql for the URL you want.']","[0, 1]",562501
"['Brute force method', 'BIGBLOCK', 'This will create a script that you could execute on the database.', 'BIGBLOCK', 'etc.']","[0, 1]",563313
"['<code>toCharArray</code> followed by <code>Arrays.sort</code> followed by a String constructor call:', 'BIGBLOCK', 'EDIT: As tackline points out, this will fail if the string contains surrogate pairs or indeed composite characters (accent + e as separate chars) etc.', ""At that point it gets a lot harder... hopefully you don't need this :) In addition, this is just ordering by ordinal, without taking capitalisation, accents or anything else into account.""]","[0, 1]",605901
"['No there is no built-in String method.', 'You can convert it to a char array, sort it using Arrays.sort and convert that back into a String.', 'BIGBLOCK', 'Or, when you want to deal correctly with locale-specific stuff like uppercase and accented characters:', 'BIGBLOCK']","[1, 2, 3, 4]",605902
"['BIGBLOCK', ""Note that this will not work as expected if it is a mixed case String (It'll put uppercase before lowercase)."", 'You can pass a comparator to the Sort method to change that.']",[0],605912
"['Arrays in C++ cannot change size at runtime.', 'For that purpose, you should use <code>vector&lt;int&gt;</code> instead.', 'BIGBLOCK', 'As mentioned in the comments, <code>vector</code> is defined in <code>vector</code> header and <code>std</code> namespace.', 'To use it, you should:', 'and also, either use <code>std::vector</code> in your code or add', 'BIGBLOCK', 'or', 'BIGBLOCK', 'after the <code>#include &lt;vector&gt;</code> line.']",[0],755837
"['Use a vector:', 'BIGBLOCK']","[0, 1]",755841
['BIGBLOCK'],[0],1359506
"['BIGBLOCK', 'Where 2 is the field number of the space-delimited field you want.']",[0],816824
"['You can also say', 'BIGBLOCK', 'note that there are two spaces after the backslash.']","[0, 1]",817963
"['Here is my implementation in C#:', 'BIGBLOCK']","[0, 1]",839904
"['The parametric equation for a circle is', 'BIGBLOCK', 'Where <em>r</em> is the radius, <em>cx,cy</em> the origin, and <em>a</em> the angle.', ""That's pretty easy to adapt into any language with basic trig functions."", ""<em>Note that most languages will use radians for the angle in trig functions, so rather than cycling through 0..360 degrees, you're cycling through 0..2PI radians.</em>""]","[0, 1]",839931
"['Who needs trig when you have complex numbers:', 'BIGBLOCK']","[0, 1]",1617134
"['Yes, with a lexical cast.', ""Use a stringstream and the &lt;&lt; operator, or use Boost, they've already implemented it."", 'Your own version could look like:', 'BIGBLOCK']","[0, 1]",1012578
"['Lexical cast is very nice.', 'BIGBLOCK']","[0, 1]",1012589
"['You can use boost lexical cast:', 'BIGBLOCK', 'Note: boost::lexical_cast throws exception so you should be prepared to deal with it when you pass invalid value, try passing string(""xxx"")']","[0, 1]",1012592
"[""If you don't want to drag in all of boost, go with <code>strtod(3)</code> from <code>&lt;cstdlib&gt;</code> - it already returns a double."", 'BIGBLOCK', 'Outputs:', 'BIGBLOCK', ""Why atof() doesn't work ... what platform/compiler are you on?""]",[0],1012595
"['BIGBLOCK', 'Does it for me, it is a valid C++ syntax to convert a string to a double.', 'You can do it with the stringstream or boost::lexical_cast but those come with a performance penalty.', 'Ahaha you have a Qt project ...', 'BIGBLOCK', 'Extra note:', 'If the input data is a <code>const char*</code>, <code>QByteArray::toDouble</code> will be faster.']","[0, 1]",1012604
"['You can use std::stringstream:', 'BIGBLOCK', 'Usage:', 'BIGBLOCK']","[0, 1]",1012611
"['Rather than dragging Boost into the equation, you could keep your string (temporarily) as a <code>char[]</code> and use <code>sprintf()</code>.', ""But of course if you're using Boost anyway, it's really not too much of an issue.""]",[0],1012811
['BIGBLOCK'],[0],2826834
"['It goes something like:', 'It would be nice to have sensible names and fields for your tables for a better example.', ':)', 'Update', 'I think for your query this might be more appropriate:', 'Since you are looking for the contacts, not the dealers.']",[],37332
['Use Linq Join operator:'],[0],445548
"['And because I prefer the expression chain syntax, here is how you do it with that:']",[0],3851487
"[""<code>stdClass</code> is PHP's generic empty class, kind of like <code>Object</code> in Java or <code>object</code> in Python (Edit: but not actually used as universal base class; thanks @Ciaran for pointing this out)."", 'It is useful for anonymous objects, dynamic properties, etc.', 'An easy way to consider the StdClass is as an alternative to associative array.', 'See this example below that shows how <code>json_decode()</code> allows to get an StdClass instance or an associative array.', 'Also but not shown in this example, <code>SoapClient::__soapCall</code> returns an StdClass instance.', 'See Dynamic Properties in PHP and StdClass for more examples.']",[0],931419
"[""<code>stdClass</code> is just a generic 'empty' class that's used when casting other types to objects."", 'Despite what the other two answers say, <code>stdClass</code> is not the base class for objects in PHP.', 'This can be demonstrated fairly easily:', ""I don't believe there's a concept of a base object in PHP""]",[0],992654
"['Likewise,', 'yields a stdClass object - auto casted', 'I found this out today by misspelling:', 'Cool!']",[],2866039
"['Use CollectionUtils.filter(Collection,Predicate), from Apache Commons.']",[0],629233
"['Consider Google Collections for an updated Collections framework that supports generics.', 'UPDATE: The google collections library is now deprecated.', 'You should use the latest release of Guava instead.', 'It still has all the same extensions to the collections framework including a mechanism for filtering based on a predicate.']",[0],122139
"['Are you sure you want to filter the Collection itself, rather than an iterator?', 'see org.apache.commons.collections.iterators.FilterIterator', 'or using version 4 of apache commons org.apache.commons.collections4.iterators.FilterIterator']","[1,2]",122200
"['The setup:', 'The usage:']",[],122204
"['""Best"" way is too wide a request.', 'Is it ""shortest""?', '""Fastest""?', '""Readable""?', 'Filter in place or into another collection?', 'Simplest (but not most readable) way is to iterate it and use Iterator.remove() method:', 'Now, to make it more readable, you can wrap it into a utility method.', 'Then invent a IPredicate interface, create an anonymous implementation of that interface and do something like:', 'where filterInPlace() iterate the collection and calls Predicate.keepIt() to learn if the instance to be kept in the collection.', ""I don't really see a justification for bringing in a third-party library just for this task.""]",[5],122206
"['Assuming that you are using Java 1.5, and that you cannot add Google Collections, I would do something very similar to what the Google guys did.', ""This is a slight variation on Jon's comments."", 'First add this interface to your codebase.', 'Its implementers can answer when a certain predicate is true of a certain type.', 'E.g.', 'If <code>T</code> were <code>User</code> and <code>AuthorizedUserPredicate&lt;User&gt;</code> implements <code>IPredicate&lt;T&gt;</code>, then <code>AuthorizedUserPredicate#apply</code> returns whether the passed in <code>User</code> is authorized.', 'Then in some utility class, you could say', 'So, assuming that you have the use of the above might be', 'If performance on the linear check is of concern, then I might want to have a domain object that has the target collection.', 'The domain object that has the target collection would have filtering logic for the methods that initialize, add and set the target collection.', 'UPDATE:', ""In the utility class (let's say Predicate), I have added a select method with an option for default value when the predicate doesn't return the expected value, and also a static property for params to be used inside the new IPredicate."", 'The following example looks for missing objects between collections:', 'The following example, looks for an instance in a collection, and returns the first element of the collection as default value when the instance is not found:', 'UPDATE (after Java 8 release):', ""It's been several years since I (Alan) first posted this answer, and I still cannot believe I am collecting SO points for this answer."", 'At any rate, now that Java 8 has introduced closures to the language, my answer would now be considerably different, and simpler.', 'With Java 8, there is no need for a distinct static utility class.', 'So if you want to find the 1st element that matches your predicate.', ""The JDK 8 API for optionals has the ability to <code>get()</code>, <code>isPresent()</code>, <code>orElse(defaultUser)</code>, <code>orElseGet(userSupplier)</code> and <code>orElseThrow(exceptionSupplier)</code>, as well as other 'monadic' functions such as <code>map</code>, <code>flatMap</code> and <code>filter</code>."", 'If you want to simply collect all the users which match the predicate, then use the <code>Collectors</code> to terminate the stream in the desired collection.', 'See here for more examples on how Java 8 streams work.']",[],122207
"[""The Collections2.filter(Collection,Predicate) method in Google's Guava library does just what you're looking for.""]",[0],2409004
"['With the ForEach DSL you may write', 'Given a collection of [The, quick, brown, fox, jumps, over, the, lazy, dog] this results in [quick, brown, jumps, over, lazy], ie all strings longer than three characters.', 'All iteration styles supported by the ForEach DSL are', '<code>AllSatisfy</code>', '<code>AnySatisfy</code>', '<code>Collect</code>', '<code>Counnt</code>', '<code>CutPieces</code>', '<code>Detect</code>', '<code>GroupedBy</code>', '<code>IndexOf</code>', '<code>InjectInto</code>', '<code>Reject</code>', '<code>Select</code>', 'For more details, please refer to https://www.iam.unibe.ch/scg/svn_repos/Sources/ForEach']",[],337135
"['Java 8 (2014) solves this problem using streams and lambdas in one line of code:', ""Here's a tutorial."", 'Use <code>Collection#removeIf</code> to modify the collection in place.', '(Notice: In this case, the predicate will remove objects who satisfy the predicate):', 'lambdaj allows filtering collections without writing loops or inner classes:', 'Can you imagine something more readable?', 'Disclaimer: I am a contributor on lambdaj']",[2],1385698
"['This, combined with the lack of real closures, is my biggest gripe for Java.', 'Honestly, most of the methods mentioned above are pretty easy to read and REALLY efficient; however, after spending time with .Net, Erlang, etc... list comprehension integrated at the language level makes everything so much cleaner.', 'Without additions at the language level, Java just cant be as clean as many other languages in this area.', 'If performance is a huge concern, Google collections is the way to go (or write your own simple predicate utility).', 'Lambdaj syntax is more readable for some people, but it is not quite as efficient.', 'And then there is a library I wrote.', 'I will ignore any questions in regard to its efficiency (yea, its that bad)......', ""Yes, i know its clearly reflection based, and no I don't actually use it, but it does work:"", 'OR']",[],2106948
"['I wrote an extended Iterable class that support applying functional algorithms without copying the collection content.', 'Usage:', 'The code above will actually execute']",[0],2578408
"['For one thing, MVVM is a progression of the MVC pattern which uses XAML to handle the display.', 'This article outlines some of the facets of the two.', 'The main thrust of the Model/View/ViewModel architecture seems to be that on top of the data (__he ModelÃ¨ÂÂÃ©Â©Â´?, there__ another layer of non-visual components (__he ViewModelÃ¨ÂÂÃ©Â©Â´? that map the concepts of the data more closely to the concepts of the view of the data (__he ViewÃ¨ÂÂÃ©Â©Â´?.', 'It__ the ViewModel that the View binds to, not the Model directly.']",[0],667809
