question_id,question_type,question_title,question_body,tags,answer_posts
1746491,2,How to draw a dotted line with css?,"['How to draw a dotted line with css?', 'How can I draw a dotted line with CSS?']","['html', 'css']","[1746500, 2186887, 155767, 1747167]"
2297403,1,What is the difference between HTTP_HOST and SERVER_NAME in PHP?,"['What is the difference between HTTP_HOST and SERVER_NAME in PHP?', 'When would you consider using one over the other and why?']","['php', 'apache', 'server-variables']","[2297416, 2297421, 2297446, 2895556]"
1044034,3,WCFTestClient The HTTP request is unauthorized with client authentication scheme 'Anonymous',"[""WCFTestClient The HTTP request is unauthorized with client authentication scheme 'Anonymous'"", ""I've created one WCF service and deployed it on Server."", 'When I browse this service it gives me positive response with ?wsdl URL.', ""Now I'm trying to test the service through WCF Test client."", 'It shows proper metadata.', 'But when I try to invoke any of the method from the service it shows me an exception... here are the erro details with stack trace..', ""The HTTP request is unauthorized with  client authentication scheme  'Anonymous'."", ""The authentication header  received from the server was  'Negotiate,NTLM'."", 'Server stack trace:', 'at', 'System.ServiceModel.Channels.HttpChannelUtilities.ValidateAuthentication(HttpWebRequest  request, HttpWebResponse response,  WebException responseException,  HttpChannelFactory factory)', ""The HTTP request is unauthorized with client  authentication scheme 'Anonymous'."", ""The  authentication header received from  the server was 'Negotiate,NTLM'."", 'Server stack trace:', 'at', 'System.ServiceModel.Channels.HttpChannelUtilities.ValidateAuthentication(HttpWebRequest  request, HttpWebResponse response,  WebException responseException,  HttpChannelFactory factory)', 'Client Bindings:', '<code>&lt;bindings&gt;    &lt;wsHttpBinding&gt;        &lt;binding name=""WSHttpBinding_IServiceMagicService"" closeTimeout=""00:01:00""            openTimeout=""00:01:00"" receiveTimeout=""00:10:00"" sendTimeout=""00:01:00""            bypassProxyOnLocal=""false"" transactionFlow=""false"" hostNameComparisonMode=""StrongWildcard""            maxBufferPoolSize=""524288"" maxReceivedMessageSize=""65536""            messageEncoding=""Text"" textEncoding=""utf-8"" useDefaultWebProxy=""true""            allowCookies=""false""&gt;            &lt;readerQuotas maxDepth=""32"" maxStringContentLength=""8192"" maxArrayLength=""16384""                maxBytesPerRead=""4096"" maxNameTableCharCount=""16384"" /&gt;            &lt;reliableSession ordered=""true"" inactivityTimeout=""00:10:00""                enabled=""false"" /&gt;            &lt;security mode=""None""&gt;                &lt;transport clientCredentialType=""Windows"" proxyCredentialType=""None""                    realm="""" /&gt;                &lt;message clientCredentialType=""Windows"" negotiateServiceCredential=""true""                    establishSecurityContext=""true"" /&gt;            &lt;/security&gt;        &lt;/binding&gt;    &lt;/wsHttpBinding&gt;&lt;/bindings&gt;</code>', 'Server Bindings:', '<code>&lt;bindings&gt;  &lt;wsHttpBinding&gt;    &lt;binding name=""WSHttpBinding_SEOService"" closeTimeout=""00:10:00"" openTimeout=""00:01:00"" receiveTimeout=""00:10:00"" sendTimeout=""00:10:00"" bypassProxyOnLocal=""true"" transactionFlow=""false"" hostNameComparisonMode=""StrongWildcard"" maxBufferPoolSize=""999524288"" maxReceivedMessageSize=""655360000"" messageEncoding=""Text"" textEncoding=""utf-8"" useDefaultWebProxy=""true"" allowCookies=""false""&gt;      &lt;readerQuotas maxDepth=""32"" maxStringContentLength=""900000"" maxArrayLength=""900000"" maxBytesPerRead=""900000"" maxNameTableCharCount=""900000"" /&gt;      &lt;reliableSession ordered=""true"" inactivityTimeout=""00:10:00"" enabled=""false"" /&gt;      &lt;security mode=""None""&gt;        &lt;transport clientCredentialType=""Windows"" proxyCredentialType=""None"" realm="""" /&gt;        &lt;message clientCredentialType=""Windows"" negotiateServiceCredential=""true"" establishSecurityContext=""true"" /&gt;      &lt;/security&gt;    &lt;/binding&gt;    &lt;binding name=""WSHttpServiceMagicBinding"" closeTimeout=""00:10:00"" openTimeout=""00:01:00"" receiveTimeout=""00:10:00"" sendTimeout=""00:10:00"" bypassProxyOnLocal=""true"" transactionFlow=""false"" hostNameComparisonMode=""StrongWildcard"" maxBufferPoolSize=""999524288"" maxReceivedMessageSize=""655360000"" messageEncoding=""Text"" textEncoding=""utf-8"" useDefaultWebProxy=""true"" allowCookies=""false""&gt;      &lt;readerQuotas maxDepth=""32"" maxStringContentLength=""900000"" maxArrayLength=""900000"" maxBytesPerRead=""900000"" maxNameTableCharCount=""900000""/&gt;      &lt;reliableSession ordered=""true"" inactivityTimeout=""00:10:00"" enabled=""false""/&gt;      &lt;security mode=""None""&gt;        &lt;transport clientCredentialType=""Windows"" proxyCredentialType=""None"" realm=""""/&gt;        &lt;message clientCredentialType=""Windows"" negotiateServiceCredential=""true"" establishSecurityContext=""true""/&gt;      &lt;/security&gt;    &lt;/binding&gt;  &lt;/wsHttpBinding&gt;&lt;/bindings&gt;</code>', ""Client's Client Section:"", '<code>&lt;client&gt;    &lt;endpoint address=""http://hydwebd02.solutions.com/GeoService.Saveology.com/ServiceMagicService.svc""        binding=""wsHttpBinding"" bindingConfiguration=""WSHttpBinding_IServiceMagicService""        contract=""IServiceMagicService"" name=""WSHttpBinding_IServiceMagicService"" /&gt;&lt;/client&gt;</code>', ""Server's Services Section:"", '<code>&lt;services&gt;    &lt;service behaviorConfiguration=""GeoService.Saveology.com.CityStateServiceProviderBehavior""    name=""GeoService.Saveology.com.CityStateServiceProvider""&gt;    &lt;endpoint binding=""wsHttpBinding"" bindingConfiguration=""WSHttpBinding_SEOService""        contract=""SEO.Common.ServiceContract.ICityStateService"" /&gt;    &lt;endpoint address=""mex"" binding=""mexHttpBinding"" bindingConfiguration=""""        contract=""IMetadataExchange"" /&gt;    &lt;/service&gt;    &lt;service behaviorConfiguration=""GeoService.Saveology.com.ServiceMagicServiceProviderBehavior""    name=""GeoService.Saveology.com.ServiceMagicServiceProvider""&gt;    &lt;endpoint binding=""wsHttpBinding"" bindingConfiguration=""WSHttpServiceMagicBinding""         contract=""SEO.Common.ServiceContract.IServiceMagicService""&gt;    &lt;/endpoint&gt;    &lt;endpoint address=""mex"" binding=""mexHttpBinding"" bindingConfiguration="""" contract=""IMetadataExchange"" /&gt;    &lt;/service&gt;&lt;/services&gt;</code>']","['wcf', 'ntlm', 'anonymous', 'wcftestclient', 'negotiate']","[1412868, 2111824, 2222037, 2409694, 2876684]"
931407,1,What is stdClass in PHP?,"['What is stdClass in PHP?', 'Please define what <code>stdClass</code> is.']","['php', 'stdclass']","[931419, 992654, 2866039]"
570960,3,How to debug JavaScript / jQuery event bindings with Firebug or similar tools?,"['How to debug JavaScript / jQuery event bindings with Firebug or similar tools?', 'I need to debug a web application that uses jQuery to do some fairly complex and messy DOM manipulation.', 'At one point, some of the events that were bound to particular elements, are not fired and simply stop working.', 'If I had a capability to edit the application source, I would drill down and add a bunch of Firebug <code>console.log()</code> statements and comment/uncomment pieces of code to try to pinpoint the problem.', ""But let's assume I cannot edit the application code and need to work entirely in Firefox using Firebug or similar tools."", 'Firebug is very good at letting me navigate and manipulate the DOM.', 'So far, though, I have not been able to figure out how to do event debugging with Firebug.', 'Specifically, I just want to see a list of event handlers bound to a particular element at a given time (using Firebug JavaScript breakpoints to trace the changes).', ""But either Firebug does not have the capability to see bound events, or I'm too dumb to find it."", ':-)', 'Any recommendations or ideas?', 'Ideally, I would just like to see and edit events bound to elements, similarly to how I can edit DOM today.']","['javascript', 'jquery', 'javascript-events', 'event-handling', 'firebug']","[570996, 571035, 571058, 571087, 571225, 1529330, 1637273, 992894, 1757268, 3538442]"
185937,3,Overriding the java equals() method - not working?,"['Overriding the java equals() method - not working?', 'I ran into an interesting (and very frustrating) issue with the <code>equals()</code> method today which caused what I thought to be a well tested class to crash and cause a bug that took me a very long time to track down.', ""Just for completeness, I wasn't using an IDE or debugger - just good old fashioned text editor and System.out's."", 'Time was very limited and it was a school project.', 'Anyhow -', 'I was developing a basic shopping cart which could contain an <em><code>ArrayList</code> of <code>Book</code> objects</em>.', 'In order to implement the <code>addBook()</code>, <code>removeBook()</code>, and <code>hasBook()</code> methods of the Cart, I wanted to check if the <code>Book</code> already existed in the <code>Cart</code>.', 'So off I go -', '<code>public boolean equals(Book b) {    ... // More code here - null checks    if (b.getID() == this.getID()) return true;    else return false;}</code>', 'All works fine in testing.', 'I create 6 objects and fill them with data.', 'Do many adds, removes, has() operations on the <code>Cart</code> and everything works fine.', ""I read that you can <em>either have <code>equals(TYPE var)</code> or <code>equals(Object o) { (CAST) var }</code></em> but assumed that since it was working, it didn't matter too much."", 'Then I ran into a problem - I needed to create a <code>Book</code> object with <em>only</em> the <code>ID</code> in it from within the Book class.', 'No other data would be entered into it.', 'Basically the following:', '<code>public boolean hasBook(int i) {    Book b = new Book(i);    return hasBook(b);}public boolean hasBook(Book b) {    // .. more code here    return this.books.contains(b);}</code>', 'All of a sudden, the <code>equals(Book b)</code> method no longer works.', 'This took a VERY long time to track down without a good debugger and assuming the <code>Cart</code> class was properly tested and correct.', 'After swaapping the <code>equals()</code> method to the following:', '<code>public boolean equals(Object o) {    Book b = (Book) o;    ... // The rest goes here   }</code>', 'Everything began to work again.', 'Is there a reason the method decided not to take the Book parameter even though it clearly  was  a <code>Book</code> object?', 'The only difference seemed to be it was instantiated from within the same class, and only filled with one data member.', ""I'm very very confused."", 'Please, shed some light?']","['java', 'equals', 'override']","[185942, 186409]"
325202,3,java.util.zip.ZipException: error in opening zip file,"['java.util.zip.ZipException: error in opening zip file', 'I have a Jar file, which contains other nested Jars.', 'When I invoke the new <code>JarFile()</code> constructor on this file, I get an exception which says:', 'java.util.zip.ZipException: error in opening zip file', 'When I manually unzip the contents of this Jar file and zip it up again, it works fine.', 'I only see this exception on WebSphere 6.1.0.7 and higher versions.', 'The same thing works fine on tomcat and WebLogic.', 'When I use JarInputStream instead of JarFile, I am able to read the contents of the Jar file without any exceptions.']","['java', 'zip', 'unzip']","[325206, 621864, 3801759]"
597588,2,How do you clone an Array of Objects in Javascript?,"['How do you clone an Array of Objects in Javascript?', '...where each object also has references to other objects within the same array?', 'When I first came up with this problem I just though of something like', '<code>var clonedNodesArray = nodesArray.clone()</code>', 'would exist and searched for info on how to clone objects in javascript.', 'I did find a question on StackOverflow (answered by the very same @JohnResig) and he pointed out that with jQuery you could do', '<code>var clonedNodesArray = jQuery.extend({}, nodesArray);</code>', 'to clone an object.', 'I tried this though, this only copies the references of the objects in the array.', 'So if I', '<code>nodesArray[0].value = ""red""clonedNodesArray[0].value = ""green""</code>', 'the value of both nodesArray[0] and clonedNodesArray[0] will turn out to be ""green"".', 'Then I tried', '<code>var clonedNodesArray = jQuery.extend(true, {}, nodesArray);</code>', 'which deep copies an Object, but I got ""<em>too much recursion</em>"" and ""<em>control stack overflow</em>"" messages from both Firebug and Opera Dragonfly respectively.', 'How would you do it?', ""Is this something that shouldn't even be done?"", 'Is there a reusable way of doing this in Javascript?']",['javascript'],"[2809894, 597726, 597759, 2942275, 4136943]"
1556056,3,"Permission denied (publickey,keyboard-interactive)","['Permission denied (publickey,keyboard-interactive)', 'I tried to connect to planetlab node using ssh.', 'It throws me error like Permission denied (publickey,keyboard-interactive).', 'What does this mean?Here is the verbose of the exception.', '<code>&gt; OpenSSH_5.1p1 Debian-5ubuntu1, OpenSSL&gt; 0.9.8g 19 Oct 2007 debug1: Reading configuration data /etc/ssh/ssh_config&gt; debug1: Applying options for * debug2:&gt; ssh_connect: needpriv 0 debug1:&gt; Connecting to planetlab1.csee.usf.edu&gt; [131.247.2.241] port 22. debug1:&gt; Connection established.', ""debug1:&gt; permanently_set_uid: 0/0 debug3: Not a&gt; RSA1 key file /home/keven/.ssh/id_rsa.&gt; debug2: key_type_from_name: unknown&gt; key type '-----BEGIN' debug3:&gt; key_read: missing keytype debug2:&gt; key_type_from_name: unknown key type&gt; 'Proc-Type:' debug3: key_read: missing&gt; keytype debug2: key_type_from_name:&gt; unknown key type 'DEK-Info:' debug3:&gt; key_read: missing keytype debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug3:&gt; key_read: missing whitespace debug2:&gt; key_type_from_name: unknown key type&gt; '-----END' debug3: key_read: missing&gt; keytype debug1: identity file&gt; /home/keven/.ssh/id_rsa type 1 debug1:&gt; Checking blacklist file&gt; /usr/share/ssh/blacklist.RSA-2048&gt; debug1: Checking blacklist file&gt; /etc/ssh/blacklist.RSA-2048 debug1:&gt; Remote protocol version 2.0, remote&gt; software version OpenSSH_4.7 debug1:&gt; match: OpenSSH_4.7 pat OpenSSH_4*&gt; debug1: Enabling compatibility mode&gt; for protocol 2.0 debug1: Local version&gt; string SSH-2.0-OpenSSH_5.1p1&gt; Debian-5ubuntu1 debug2: fd 3 setting&gt; O_NONBLOCK debug1: SSH2_MSG_KEXINIT&gt; sent debug1: SSH2_MSG_KEXINIT received&gt; debug2: kex_parse_kexinit:&gt; diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1&gt; debug2: kex_parse_kexinit:&gt; ssh-rsa,ssh-dss debug2:&gt; kex_parse_kexinit:&gt; aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr&gt; debug2: kex_parse_kexinit:&gt; aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr&gt; debug2: kex_parse_kexinit:&gt; hmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96&gt; debug2: kex_parse_kexinit:&gt; hmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96&gt; debug2: kex_parse_kexinit:&gt; none,zlib@openssh.com,zlib debug2:&gt; kex_parse_kexinit:&gt; none,zlib@openssh.com,zlib debug2:&gt; kex_parse_kexinit:  debug2:&gt; kex_parse_kexinit:  debug2:&gt; kex_parse_kexinit: first_kex_follows 0&gt; debug2: kex_parse_kexinit: reserved 0 &gt; debug2: kex_parse_kexinit:&gt; diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1&gt; debug2: kex_parse_kexinit:&gt; ssh-rsa,ssh-dss debug2:&gt; kex_parse_kexinit:&gt; aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr&gt; debug2: kex_parse_kexinit:&gt; aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr&gt; debug2: kex_parse_kexinit:&gt; hmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96&gt; debug2: kex_parse_kexinit:&gt; hmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96&gt; debug2: kex_parse_kexinit:&gt; none,zlib@openssh.com debug2:&gt; kex_parse_kexinit:&gt; none,zlib@openssh.com debug2:&gt; kex_parse_kexinit:  debug2:&gt; kex_parse_kexinit:  debug2:&gt; kex_parse_kexinit: first_kex_follows 0&gt; debug2: kex_parse_kexinit: reserved 0 &gt; debug2: mac_setup: found hmac-md5&gt; debug1: kex: server-&gt;client aes128-cbc&gt; hmac-md5 none debug2: mac_setup: found&gt; hmac-md5 debug1: kex: client-&gt;server&gt; aes128-cbc hmac-md5 none debug1:&gt; SSH2_MSG_KEX_DH_GEX_REQUEST(1024&lt;1024&lt;8192)&gt; sent debug1: expecting&gt; SSH2_MSG_KEX_DH_GEX_GROUP debug2:&gt; dh_gen_key: priv key bits set: 128/256&gt; debug2: bits set: 508/1024 debug1:&gt; SSH2_MSG_KEX_DH_GEX_INIT sent debug1:&gt; expecting SSH2_MSG_KEX_DH_GEX_REPLY&gt; debug3: check_host_in_hostfile:&gt; filename /root/.ssh/known_hosts&gt; debug3: check_host_in_hostfile: match&gt; line 1 debug3: check_host_in_hostfile:&gt; filename /root/.ssh/known_hosts&gt; debug3: check_host_in_hostfile: match&gt; line 2 debug1: Host&gt; 'planetlab1.csee.usf.edu' is known and&gt; matches the RSA host key."", 'debug1:&gt; Found key in /root/.ssh/known_hosts:1&gt; debug2: bits set: 535/1024 debug1:&gt; ssh_rsa_verify: signature correct&gt; debug2: kex_derive_keys debug2:&gt; set_newkeys: mode 1 debug1:&gt; SSH2_MSG_NEWKEYS sent debug1:&gt; expecting SSH2_MSG_NEWKEYS debug2:&gt; set_newkeys: mode 0 debug1:&gt; SSH2_MSG_NEWKEYS received debug1:&gt; SSH2_MSG_SERVICE_REQUEST sent debug2:&gt; service_accept: ssh-userauth debug1:&gt; SSH2_MSG_SERVICE_ACCEPT received&gt; debug2: key: /home/keven/.ssh/id_rsa&gt; (0xb80c9878) debug1: Authentications&gt; that can continue:&gt; publickey,keyboard-interactive debug3:&gt; start over, passed a different list&gt; publickey,keyboard-interactive debug3:&gt; preferred&gt; gssapi-keyex,gssapi-with-mic,gssapi,publickey,keyboard-interactive,password&gt; debug3: authmethod_lookup publickey&gt; debug3: remaining preferred:&gt; keyboard-interactive,password debug3:&gt; authmethod_is_enabled publickey&gt; debug1: Next authentication method:&gt; publickey debug1: Offering public key:&gt; /home/keven/.ssh/id_rsa debug3:&gt; send_pubkey_test debug2: we sent a&gt; publickey packet, wait for reply&gt; debug1: Authentications that can&gt; continue:&gt; publickey,keyboard-interactive debug2:&gt; we did not send a packet, disable&gt; method debug3: authmethod_lookup&gt; keyboard-interactive debug3: remaining&gt; preferred: password debug3:&gt; authmethod_is_enabled&gt; keyboard-interactive debug1: Next&gt; authentication method:&gt; keyboard-interactive debug2:&gt; userauth_kbdint debug2: we sent a&gt; keyboard-interactive packet, wait for&gt; reply debug1: Authentications that can&gt; continue:&gt; publickey,keyboard-interactive debug3:&gt; userauth_kbdint: disable: no&gt; info_req_seen debug2: we did not send&gt; a packet, disable method debug1: No&gt; more authentication methods to try.&gt; Permission denied&gt; (publickey,keyboard-interactive).</code>']","['permissions', 'ssh', 'public-key']","[1556129, 4398006, 4450653]"
3888735,1,MySQL: Set user variable from result of query,"['MySQL: Set user variable from result of query', 'Is it possible to set an user variable based on the result of a query in MySQL?', 'What I want to achieve is something like this (we can assume that both <code>USER</code> and <code>GROUP</code> are unique):', '<code>set @user = 123456;set @group = select GROUP from USER where User = @user;select * from USER where GROUP = @group;</code>', ""Please note that I know it's possible but I do not wish to do this with nested queries.""]",['mysql'],[3888755]
2776673,3,How do I truncate a .NET string?,"['How do I truncate a .NET string?', 'I would like to truncate a string such that its length is not longer than a given value.', ""I am writing to a database table and want to ensure that the values I write meet the constraint of the column's datatype."", 'For instance, it would be nice if I could write the following:', '<code>string NormalizeLength(string value, int maxLength){    return value.Substring(0, maxLength);}</code>', 'Unfortunately, this raises an exception because <code>maxLength</code> generally exceeds the boundaries of the string <code>value</code>.', 'Of course, I could write a function like the following, but I was hoping that something like this already exists.', '<code>string NormalizeLength(string value, int maxLength){    return value.Length &lt;= maxLength ?', 'value : value.Substring(0, maxLength);} </code>', 'Where is the elusive API that performs this task?', 'Is there one?']","['c#', '.net', 'string', 'truncate']","[2776689, 2776716, 2776720, 2776741]"
4214369,3,How to convert QString to std::string?,"['How to convert QString to std::string?', 'I am trying to do something like this:', '<code>QString string;// do things...std::cout &lt;&lt; string &lt;&lt; std::endl;</code>', ""but the code doesn't compile.How to output the content of qstring into the console (e.g."", 'for debugging purposes or other reasons)?', 'How to convert <code>QString</code> to <code>std::string</code>?']","['c++', 'qt', 'type-conversion', 'qstring']","[4214397, 4214430, 4214518, 4214596]"
2254435,1,Can an int be null in Java?,"['Can an int be null in Java?', 'Can an <code>int</code> be <code>null</code> in Java?', 'For example:', '<code>int data = check(Node root);if ( data == null ) { // do something} else { // do something}</code>', 'My goal is to write a function which returns an <code>int</code>.', ""Said <code>int</code> is stored in the height of a node, and if the node is not present, it will be null, and I'll need to check that."", 'I am doing this for homework but this specific part is not part of the homework, it just helps me get through what I am doing.', ""Thanks for the comments, but it seems very few people have actually read what's under the code, I was asking how else I can accomplish this goal; it was easy to figure out that it doesn't work.""]",['java'],"[2254443, 2254450, 2254457, 2254459, 2254463, 2254485]"
345705,3,hibernate: LazyInitializationException: could not initialize proxy,"['hibernate: LazyInitializationException: could not initialize proxy', ""Here's one that has me perplexed."", ""I'm trying to implement a basic Hibernate DAO structure, but am having a problem."", ""Here's the essential code:"", ""It fails on the third assertTrue where it's trying to compare a value in sf to the corresponding value in sf2."", ""Here's the exception:""]","['hibernate', 'initialization', 'lazy-evaluation']","[346338, 351589, 422591, 3335040, 3489837, 3634167, 3635595, 3798071, 4093312]"
34413,3,Why am I getting a NoClassDefFoundError in Java?,"['Why am I getting a NoClassDefFoundError in Java?', 'I am getting a <code>NoClassDefFoundError</code> when I run my Java application.', 'What is typically the cause of this?']","['java', 'noclassdeffounderror']","[34419, 34444]"
2322031,3,Why did Servlet.service() for servlet jsp throw this exception?,"['Why did Servlet.service() for servlet jsp throw this exception?', 'I get the following error, what could be the problem?', 'My context descriptor:', '<code>&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;&lt;web-app xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:web=""http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd"" id=""WebApp_ID"" version=""2.5""&gt;   &lt;servlet&gt;    &lt;servlet-name&gt;UploadServlet&lt;/servlet-name&gt;    &lt;servlet-class&gt;controller.UploadServlet&lt;/servlet-class&gt;  &lt;/servlet&gt;   &lt;servlet-mapping&gt;    &lt;servlet-name&gt;UploadServlet&lt;/servlet-name&gt;    &lt;url-pattern&gt;/UploadServlet&lt;/url-pattern&gt;  &lt;/servlet-mapping&gt;  &lt;welcome-file-list&gt;    &lt;welcome-file&gt;index.jsp&lt;/welcome-file&gt;  &lt;/welcome-file-list&gt;&lt;/web-app&gt;</code>', '<code>SEVERE: Servlet.service() for servlet jsp threw exceptionjava.lang.NullPointerException    at org.apache.jsp.index_jsp._jspInit(index_jsp.java:22)    at org.apache.jasper.runtime.HttpJspBase.init(HttpJspBase.java:52)    at org.apache.jasper.servlet.JspServletWrapper.getServlet(JspServletWrapper.java:159)    at org.apache.jasper.servlet.JspServletWrapper.service(JspServletWrapper.java:329)    at org.apache.jasper.servlet.JspServlet.serviceJspFile(JspServlet.java:342)    at org.apache.jasper.servlet.JspServlet.service(JspServlet.java:267)    at javax.servlet.http.HttpServlet.service(HttpServlet.java:717)    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:290)    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)    at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:233)    at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:191)    at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:128)    at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:102)    at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:109)    at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:293)    at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:849)    at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:583)    at org.apache.tomcat.util.net.JIoEndpoint$Worker.run(JIoEndpoint.java:454)    at java.lang.Thread.run(Unknown Source)Feb 23, 2010 11:35:28 PM org.apache.catalina.core.StandardWrapperValve invokeSEVERE: Servlet.service() for servlet jsp threw exceptionjava.lang.NullPointerException    at org.apache.jsp.index_jsp._jspInit(index_jsp.java:22)    at org.apache.jasper.runtime.HttpJspBase.init(HttpJspBase.java:52)    at org.apache.jasper.servlet.JspServletWrapper.getServlet(JspServletWrapper.java:159)    at org.apache.jasper.servlet.JspServletWrapper.service(JspServletWrapper.java:329)    at org.apache.jasper.servlet.JspServlet.serviceJspFile(JspServlet.java:342)    at org.apache.jasper.servlet.JspServlet.service(JspServlet.java:267)    at javax.servlet.http.HttpServlet.service(HttpServlet.java:717)    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:290)    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)    at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:233)    at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:191)    at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:128)    at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:102)    at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:109)    at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:293)    at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:849)    at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:583)    at org.apache.tomcat.util.net.JIoEndpoint$Worker.run(JIoEndpoint.java:454)    at java.lang.Thread.run(Unknown Source)</code>']","['java', 'jsp']","[2322089, 2322332, 4066597]"
1021557,2,How to unzip a file using the command line?,"['How to unzip a file using the command line?', 'Can I unzip files through the command line?', 'Preferably using open source/free tools.']","['zip', 'cmd']","[1021566, 1021567, 1090042, 1021585, 1021592]"
1027714,2,How to execute a file within the python interpreter?,"['How to execute a file within the python interpreter?', ""I'm trying to execute a file with python commands from within the interpreter."", ""EDIT: I'm trying to use variables and settings from that file, not to invoke a separate process.""]",['python'],"[1027730, 1027739, 1028096]"
1140358,2,How to initialize log4j properly?,"['How to initialize log4j properly?', 'After adding log4j to my application I get the following output every time I execute my application:', 'It seems this means a configuration file is missing.', 'Where should this config file be located and what is a good start content?', ""I'm using plain java for developing a desktop application."", 'So no webserver etc...']","['configuration', 'log4j']","[1140396, 1140408, 1140498, 1228151, 1748695]"
75401,1,"What are the uses of ""using"" in C#","['What are the uses of ""using"" in C#', 'User kokos answered the wonderful Hidden Features of C# question by mentioning the <code>using</code> keyword.', 'Can you elaborate on that?', 'What are the uses of <code>using</code>?']","['c#', 'using', 'using-statement']","[75419, 75426, 75443, 75444, 75451, 75461, 75480, 75483, 75497, 75516, 75640, 75867, 76192, 76232, 204957, 204987]"
